project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,remarks
2003884,OCCT29_M262_20250923,OCCT29,-83.17074878,8.67620952,2025-09-23 00:00:00,2025-11-18 00:00:00,None,,Road dirt,off trail,2132665,M262,1,Camera Functioning,Other,76,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT12_M225_20250604,OCCT12,-83.33446,8.42229,2025-06-04 00:00:00,2025-08-20 00:00:00,None,,Road dirt,off trail,2125303,M225,1,Camera Functioning,Other,39,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT08_M179_20250623,OCCT08,-83.32686,8.40875,2025-06-23 00:00:00,2025-08-27 00:00:00,None,,Road dirt,off trail,2132658,M179,1,Unknown Failure,Other,39,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT14_M102_20012023,OCCT14,-83.31898,8.41895,2023-01-20 00:00:00,2023-05-09 00:00:00,None,,Other,,2080570,OCCT14,0,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT18_M033_2962022,OCCT18,-83.36529,8.46915,2022-06-29 00:00:00,2022-08-30 00:00:00,None,,None,,2047666,M033,30,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT02_M005_15032022,OCCT02,-83.33392,8.4094378,2022-03-15 00:00:00,2022-04-08 00:00:00,None,,Trail hiking,,2040856,M005,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT17_M276_20250627,OCCT17,-83.3742,8.45589,2025-06-27 00:00:00,2025-11-06 00:00:00,None,,Road dirt,off trail,2136296,M276,1,Camera Functioning,Other,44.5,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT16_M031_18322,OCCT16,-83.36115,8.4556,2022-03-18 00:00:00,2022-07-07 00:00:00,None,,Other,,2047669,M031,30,Camera Functioning,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT31_M090_14022023,OCCT31,-83.1722,8.66869,2023-02-14 00:00:00,2023-04-26 00:00:00,None,,Other,,2077351,M090,0,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT02_M006_15032022,OCCT02,-83.33392,8.4094378,2022-03-15 00:00:00,2022-04-09 00:00:00,None,,Trail hiking,,2040859,M006,30,Camera Functioning,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT10_M109_02022023,OCCT10,-83.34736,8.4086,2023-02-02 00:00:00,2023-04-28 00:00:00,None,,Other,,2069881,M109,1,Camera Functioning,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT06_M103_02022023,OCCT06,-83.29323,8.77809,2023-02-02 00:00:00,2023-04-25 00:00:00,None,,Other,,2052008,M103,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT28_M105_02022023,OCCT28,-83.40675,8.51834,2023-02-02 00:00:00,2023-02-09 00:00:00,None,,Other,,2054736,m105,0,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT09_M046_19012023,OCCT09,-83.3405,8.41069,2023-01-19 00:00:00,2023-04-27 00:00:00,None,,Other,,2068193,M046,1,Camera Functioning,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT13_M131_20012023,OCCT13,-83.323034,8.410447,2023-01-20 00:00:00,2023-05-09 00:00:00,None,,Other,,2069882,M131,0,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT17_M048_922023,OCCT17,-83.3742,8.45589,2023-02-09 00:00:00,2023-04-27 00:00:00,None,,Other,,2068199,M048,1,Camera Functioning,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,Rf9_M092_3122022,Rf9,-83.03714,8.90583,2022-12-03 00:00:00,2023-04-17 00:00:00,None,,Other,,2081075,M092,0,Camera Functioning,Knee height,,Parallel,,,,,R2R farm monitoring,Restored farm monitoring from ridge to reef,,,,,
2003884,OCCT09_M061_27042023,OCCT09,-83.3405,8.41069,2023-04-27 00:00:00,2023-08-04 00:00:00,None,,Other,,2087077,M061,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT30_M123_9112022,OCCT30,-83.29472,8.7703,2022-11-09 00:00:00,2022-12-06 00:00:00,None,,Other,,2069892,M123,1,Camera Functioning,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT13_M131_09052023,OCCT13,-83.323034,8.410447,2023-05-09 00:00:00,2023-08-24 00:00:00,None,,Other,,2069882,M131,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT07_M068_9112022,OCCT07,-83.28998,8.76422,2022-11-09 00:00:00,2023-02-14 00:00:00,None,,Other,,2052009,M068,0,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,Rf22_M047_4122022,Rf22,-83.20834,8.91815,2022-12-04 00:00:00,2023-04-19 00:00:00,None,,Other,,2081083,M047,1,Camera Functioning,Knee height,,Parallel,,,,,R2R farm monitoring,Restored farm monitoring from ridge to reef,,,,,
2003884,OCCT07_M142_25042023,OCCT07,-83.28998,8.76422,2023-04-25 00:00:00,2023-08-28 00:00:00,None,,Other,,2087945,M142,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT08_M058_19012023,OCCT08,-83.32686,8.40875,2023-01-19 00:00:00,2023-04-27 00:00:00,None,,Other,,2080548,M058,0,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT31_OC-21_04122023,OCCT31,-83.1722,8.66869,2023-12-04 00:00:00,2024-03-04 00:00:00,None,,Other,,2098955,OC-21,1,Camera Functioning,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT13_M035_24082023,OCCT13,-83.323034,8.410447,2023-08-24 00:00:00,2023-11-24 00:00:00,None,,Other,,2095825,M035,1,Unknown Failure,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT14_M034_24082023,OCCT14,-83.31898,8.41895,2023-08-24 00:00:00,2023-11-24 00:00:00,None,,Other,,2047667,M034,1,Unknown Failure,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT54_M092_01052023,OCCT54,-83.00874,8.77962,2023-05-01 00:00:00,2023-11-22 00:00:00,None,,Other,,2081075,M092,1,Unknown Failure,Knee height,,Parallel,,,,,Fila Costeña,,,,,,
2003884,OCCT32_C182_01092023,OCCT32,-83.170434,8.64031,2023-09-01 00:00:00,2023-10-09 00:00:00,None,,Other,,2019290,C182,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT06_OC-20-78_08032024,OCCT06,-83.29323,8.77809,2024-03-08 00:00:00,2024-06-24 00:00:00,None,,Other,,2105890,OC-20-78,1,Camera Functioning,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT17_OC-22_01032024,OCCT17,-83.3742,8.45589,2024-03-01 00:00:00,2024-06-08 00:00:00,None,,Other,,2104508,OC-22,1,Camera Functioning,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT09_M046_19082022,OCCT09,-83.3405,8.41069,2022-08-19 00:00:00,2022-11-01 00:00:00,None,,None,,2068193,M046,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT16_M099_27082022,OCCT16,-83.36115,8.4556,2022-08-27 00:00:00,2022-11-10 00:00:00,None,,None,,2068197,M099,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT17_M048_3082022,OCCT17,-83.3742,8.45589,2022-08-30 00:00:00,2022-11-24 00:00:00,None,,None,,2068199,M048,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT06_M231_20250730,OCCT06,-83.29323,8.77809,2025-07-30 00:00:00,2025-09-24 00:00:00,None,,Road dirt,off trail,2120717,M231,1,Camera Functioning,Other,44,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT02_M008_15032022,OCCT02,-83.33392,8.4094378,2022-03-15 00:00:00,2022-04-09 00:00:00,None,,Trail hiking,,2040862,M008,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,LUMO024_M363_20260209,LUMO024,-83.0078,9.008141,2026-02-09 00:00:00,2026-06-03 00:00:00,None,,Other,agriculture,2185231,M363,1,Camera Functioning,Other,36,Parallel,,,,,FarmsforNature,,,,,,
2003884,OCCT34_M260_20250923,OCCT34,-83.17559,8.67697,2025-09-23 00:00:00,2025-11-18 00:00:00,None,,Road dirt,off trail,2132682,M260,1,Camera Functioning,Other,51,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT32_M220_20250923,OCCT32,-83.170434,8.64031,2025-09-23 00:00:00,2025-11-18 00:00:00,None,,Road dirt,off trail,2125296,M220,1,Camera Functioning,Other,44,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT31_M261_20250923,OCCT31,-83.1722,8.66869,2025-09-23 00:00:00,2025-11-18 00:00:00,None,,Road dirt,off trail,2132685,M261,1,Camera Functioning,Other,36,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT26_M257_20250925,OCCT26,-83.334733,8.730267,2025-09-25 00:00:00,2025-11-19 00:00:00,None,,Road dirt,off trail,2136354,M257,1,Camera Functioning,Other,43,Parallel,,,,,,,,,,,
2003884,OCCT27_M234_20250925,OCCT27,-83.33573,8.73433,2025-09-25 00:00:00,2025-11-19 00:00:00,None,,Road dirt,off trail,2120736,M234,1,Camera Functioning,Other,48,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT11_M070_2025-10-31,OCCT11,-83.34373,8.42222,2025-10-31 00:00:00,2025-12-28 00:00:00,None,,Other,,2094002,M070,1,Camera Functioning,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT06_M231_20250924,OCCT06,-83.29323,8.77809,2025-09-24 00:00:00,2025-11-19 00:00:00,None,,Road dirt,off trail,2120717,M231,1,Camera Functioning,Other,44,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT30_M239_20250924,OCCT30,-83.29472,8.7703,2025-09-24 00:00:00,2025-11-19 00:00:00,None,,Road dirt,off trail,2140952,M239,1,Camera Functioning,Other,35,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT13_M238_20250926,OCCT13,-83.323034,8.410447,2025-09-26 00:00:00,2025-11-21 00:00:00,None,,Road dirt,off trail,2120730,M238,1,Camera Functioning,Other,42,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,LUMO022_M360_20260209,LUMO022,-83.0075,9.009711,2026-02-09 00:00:00,2026-06-03 00:00:00,None,,Other,forest,2185241,M360,1,Camera Functioning,Other,24,Parallel,,,,,FarmsforNature,,,,,,
2003884,OCCT14_M227_2025-11-21,OCCT14,-83.31898,8.41895,2025-11-21 00:00:00,2026-01-17 00:00:00,None,,Other,,2125306,M227,1,Unknown Failure,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT33_M243_04092024,OCCT33,-83.343922,8.428401,2024-09-04 00:00:00,2024-11-28 00:00:00,None,,Other,off trail,2133055,M243,1,Camera Functioning,Other,46,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT28_M256_20250924,OCCT28,-83.40675,8.51834,2025-09-24 00:00:00,2025-12-01 00:00:00,None,,Road dirt,off trail,2132700,M256,1,Camera Functioning,Other,57,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT30_M239_20250730,OCCT30,-83.29472,8.7703,2025-07-30 00:00:00,2025-09-24 00:00:00,None,,Road dirt,off trail,2140952,M239,1,Camera Functioning,Other,35,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT32_M209_912025,OCCT32,-83.170434,8.64031,2025-01-09 00:00:00,2025-03-12 00:00:00,None,,Other,,2125277,M209,1,Camera Functioning,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT31_M261_912025,OCCT31,-83.1722,8.66869,2025-01-09 00:00:00,2025-03-12 00:00:00,None,,Other,,2132685,M261,1,Camera Functioning,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT07_M278_20250730,OCCT07,-83.28998,8.76422,2025-07-30 00:00:00,2025-09-24 00:00:00,None,,Road dirt,off trail,2132125,M278,1,Camera Functioning,Other,48,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT03_M009_15032022,OCCT03,-83.3322867,8.40871416,2022-03-15 00:00:00,2022-04-09 00:00:00,None,,Trail hiking,,2040864,M009,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT29_M262_20250729,OCCT29,-83.17074878,8.67620952,2025-07-29 00:00:00,2025-09-23 00:00:00,None,,Road dirt,off trail,2132665,M262,1,Camera Functioning,Other,76,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT34_M260_20250729,OCCT34,-83.17559,8.67697,2025-07-29 00:00:00,2025-09-23 00:00:00,None,,Road dirt,off trail,2132682,M260,1,Camera Functioning,Other,51,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT03_M012_15032022,OCCT03,-83.3322867,8.40871416,2022-03-15 00:00:00,2022-04-09 00:00:00,None,,Trail hiking,,2040865,M012,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT32_M220_20250729,OCCT32,-83.170434,8.64031,2025-07-29 00:00:00,2025-09-23 00:00:00,None,,Road dirt,off trail,2125296,M220,1,Camera Functioning,Other,44,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT04_M013_15032022,OCCT04,-83.3335345,8.40477495,2022-03-15 00:00:00,2022-04-09 00:00:00,None,,Trail hiking,,2040863,M013,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT04_M014_15032022,OCCT04,-83.3335345,8.40477495,2022-03-15 00:00:00,2022-04-09 00:00:00,None,,Trail hiking,,2040860,M014,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT05_M020_15032022,OCCT04,-83.3335345,8.40477495,2022-03-15 00:00:00,2022-04-11 00:00:00,None,,Trail hiking,,2040857,M016,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT04_M015_15032022a,OCCT04,-83.3335345,8.40477495,2022-03-15 00:00:00,2022-04-11 00:00:00,None,,Trail hiking,,2040858,M015,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT15_M159_31052024,OCCT15,-83.35772,8.44355,2024-05-31 00:00:00,2024-06-02 00:00:00,None,,Other,,2114346,M159,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT31_M261_20250729,OCCT31,-83.1722,8.66869,2025-07-29 00:00:00,2025-09-23 00:00:00,None,,Road dirt,off trail,2132685,M261,1,Camera Functioning,Other,36,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT05_M017_15032022,OCCT05,-83.3385032,8.41074489,2022-03-15 00:00:00,2022-04-11 00:00:00,None,,Trail hiking,,2040855,M017,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT33_M243_2025-02-05,OCCT08,-83.32686,8.40875,2025-02-05 00:00:00,2025-04-08 00:00:00,None,,Other,,2133055,M243,1,Camera Functioning,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT05_M018_15032022,OCCT05,-83.3385032,8.41074489,2022-03-15 00:00:00,2022-04-11 00:00:00,None,,Trail hiking,,2040853,M018,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT05_M019_15032022,OCCT05,-83.3385032,8.41074489,2022-03-15 00:00:00,2022-04-11 00:00:00,None,,Trail hiking,,2040849,M019,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT29_M240_16072024,OCCT29,-83.17074878,8.67620952,2024-07-16 00:00:00,2024-09-07 00:00:00,None,,Other,,2120686,M240,1,Unknown Failure,Knee height,,Parallel,,,,,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT31_C181_16072024,OCCT31,-83.1722,8.66869,2024-07-16 00:00:00,2024-10-30 00:00:00,None,,Other,,2019289,C181,1,Unknown Failure,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT30_M231_24062024,OCCT30,-83.29472,8.7703,2024-06-24 00:00:00,2024-10-29 00:00:00,None,,Other,,2120717,M231,1,Camera Functioning,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT07_C165_24062024,OCCT07,-83.28998,8.76422,2024-06-24 00:00:00,2024-10-29 00:00:00,None,,Other,,2019273,C165,1,Unknown Failure,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT26_M238_24062024,OCCT26,-83.334733,8.730267,2024-06-24 00:00:00,2024-10-28 00:00:00,None,,Other,,2120730,M238,1,Unknown Failure,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT27_M234_24062024,OCCT27,-83.33573,8.73433,2024-06-24 00:00:00,2024-10-28 00:00:00,None,,Other,,2120736,M234,1,Unknown Failure,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
2003884,OCCT05_M020_15032022a,OCCT05,-83.3385032,8.41074489,2022-03-15 00:00:00,2022-04-11 00:00:00,None,,Trail hiking,,2040848,M020,30,Camera Functioning,Knee height,,Parallel,,,,,,,,,,,
2003884,OCCT66_M244_11122024,OCCT66,-83.317967,8.404714,2024-12-11 00:00:00,2025-02-24 00:00:00,None,,Other,,2133057,M244,1,Camera Functioning,Knee height,,Parallel,,,,0,Long Term Monitoring,Grid of long term monitoring cameras across the Osa Peninsula,,,,,
