project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,remarks
2008900,OCPH05_M311_2025-02-19,OCPH05,-83.35487,8.407025,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139002,M311,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF10_M302_20250413,OCPF10,-83.341066,8.411817,2025-04-13 00:00:00,2025-04-17 00:00:00,None,,Other,,2138907,M302,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF02_M308_20250413,OCPF02,-83.346446,8.415739,2025-04-13 00:00:00,2025-04-17 00:00:00,None,,Other,,2138497,M308,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH01_M305_20250810,OCPH01,-83.3537,8.415495,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2140414,M305,1,Camera Functioning,Other,48,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN05_M201_20250807,OCPN05,-83.354569,8.406319,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2125260,M201,1,Camera Functioning,Other,42,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF02_M283_20251005,OCPF02,-83.346446,8.415739,2025-10-05 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2138923,M283,1,Camera Functioning,Other,25,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM04_M392_20250803,OCPM04,-83.35142,8.409923,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2148643,M392,1,Camera Functioning,Other,56,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF03_M286_20250417,OCPF03,-83.34554,8.417109,2025-04-17 00:00:00,2025-04-28 00:00:00,None,,Other,,2138499,M286,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF03_M143_20251005,OCPF03,-83.34554,8.417109,2025-10-05 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2140648,M143,1,Camera Functioning,Other,46.5,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF07_M290_20251008,OCPF07,-83.343891,8.407002,2025-10-08 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2138781,M290,1,Camera Functioning,Other,54,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN06_M290_20250219,OCPN06,-83.356313,8.404943,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,off trail,2138781,M290,1,Camera Functioning,Other,24,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH09_M310_2025-02-09,OCPH09,-83.351305,8.404588,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Road dirt,,2140171,M310,1,Camera Functioning,Other,31,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH01_M284_2025-02-19,OCPH01,-83.3537,8.415495,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2138911,M284,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN04_M314_20250209,OCPN04,-83.355947,8.40997,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,,2138782,M314,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN02_M319_2025-02-19,OCPN02,-83.354197,8.413807,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2139108,M319,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL03_M313_20250810,OCPL03,-83.35503,8.411845,2025-08-10 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2141055,M313,1,Camera Functioning,Other,28,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL08_M285_20250807,OCPL08,-83.35209,8.407667,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2141016,M285,1,Camera Functioning,Other,52,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM10_M273_20250803,OCPM10,-83.354539,8.407315,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2148644,M273,1,Camera Functioning,Other,36,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN10_M293_20250219,OCPN10,-83.349475,8.401758,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,off trail,2141283,M293,1,Camera Functioning,Other,44,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM10_M273_20250807,OCPM10,-83.354539,8.407315,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2148644,M273,1,Unknown Failure,Other,36,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF08_M314_20250417,OCPF08,-83.345981,8.407156,2025-04-17 00:00:00,2025-04-28 00:00:00,None,,Other,,2138782,M314,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF05_M282_20250413,OCPF05,-83.34145,8.403716,2025-04-13 00:00:00,2025-04-17 00:00:00,None,,Other,,2138502,M282,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF05_M318_20251008,OCPF05,-83.34145,8.403716,2025-10-08 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2140383,M318,1,Unknown Failure,Other,56,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM08_M306_20250209,OCPM08,-83.351618,8.404113,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,off trail,2141054,M306,1,Camera Functioning,Other,43,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM10_M287_20250219,OCPM10,-83.354539,8.407315,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2140400,M287,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF01_M301_20250413,OCPF01,-83.346979,8.414024,2025-04-13 00:00:00,2025-04-17 00:00:00,None,,Other,,2138496,M301,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL01_M226_20250810,OCPL01,-83.354338,8.415757,2025-08-10 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2125305,M226,1,Camera Functioning,Other,51,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL04_M308_20250215,OCPL04,-83.355944,8.405376,2025-02-15 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2138497,M308,1,Camera Functioning,Other,46,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN01_M076_20250810,OCPN01,-83.353811,8.414896,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2153551,M076,1,Unknown Failure,Other,61,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM07_M228_20250804,OCPM07,-83.351624,8.411637,2025-08-04 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2126061,M228,1,Camera Functioning,Other,52,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL01_M318_20250213,OCPL01,-83.354338,8.415757,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,,2140383,M318,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF09_M294_20250413,OCPF09,-83.344795,8.413405,2025-04-13 00:00:00,2025-04-17 00:00:00,None,,Other,,2138783,M294,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM06_M289_2025-02-16,OCPM06,-83.3521,8.407146,2025-02-16 00:00:00,2025-03-19 00:00:00,None,,Other,,2139033,M289,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL04_M284_20250803,OCPL04,-83.355944,8.405376,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2138911,M284,1,Camera Functioning,Other,42,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF06_M359_20251005,OCPF06,-83.342096,8.406007,2025-10-05 00:00:00,2025-10-08 00:00:00,None,,Road dirt,off trail,2139110,M359,1,Camera Functioning,Other,34.5,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN09_M359_2025-02-09,OCPN09,-83.351395,8.403628,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,,2139110,M359,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF09_M309_20251008,OCPF09,-83.344795,8.413405,2025-10-08 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2139290,M309,1,Unknown Failure,Other,34.5,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN10_M293_20250213,OCPN10,-83.349475,8.401758,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2141283,M293,1,Camera Functioning,Other,44,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN07_M300_20250219,OCPN07,-83.353079,8.40867,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,off trail,2141277,M300,1,Camera Functioning,Other,27,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH05_M311_2025-02-16,OCPH05,-83.35487,8.407025,2025-02-16 00:00:00,2025-02-19 00:00:00,None,,Other,,2139002,M311,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM04_M295_2025-02-19,OCPM04,-83.35142,8.409923,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139103,M295,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN06_M298_20250803,OCPN06,-83.356313,8.404943,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2139104,M298,1,Camera Functioning,Other,33,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM08_M207_20250803,OCPM08,-83.351618,8.404113,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2125272,M207,1,Camera Functioning,Other,50,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL09_M299_20250219,OCPL09,-83.355188,8.405813,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,off trail,2141004,M299,1,Camera Functioning,Other,29,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN02_M311_20250810,OCPN02,-83.354197,8.413807,2025-08-10 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2139002,M311,1,Unknown Failure,Other,48,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL05_M288_20250219,OCPL05,-83.354111,8.406857,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,off trail,2141002,M288,1,Camera Functioning,Other,33,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF01_M301_20250417,OCPF01,-83.346979,8.414024,2025-04-17 00:00:00,2025-05-29 00:00:00,None,,Other,off trail,2138496,M301,1,Camera Functioning,Other,32,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN05_M305_20250216,OCPN05,-83.354569,8.406319,2025-02-16 00:00:00,2025-03-19 00:00:00,None,,Other,,2140414,M305,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL06_M290_20250807,OCPL06,-83.353285,8.408218,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Other,off trail,2138781,M290,1,Camera Functioning,Other,38.8,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM09_M283_20250807,OCPM09,-83.349847,8.403045,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Other,off trail,2120730,M238,1,Camera Functioning,Other,52.5,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF01_M282_20251005,OCPF01,-83.346979,8.414024,2025-10-05 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2138502,M282,1,Camera Functioning,Other,34,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH01_M284_2025-02-09,OCPH01,-83.3537,8.415495,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,,2138911,M284,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH07_M343_20250803,OCPH07,-83.35167,8.409142,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2141275,M343,1,Unknown Failure,Other,48,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM09_M313_20250213,OCPM09,-83.349847,8.403045,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2141055,M313,1,Camera Functioning,Other,45,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL07_M302_2025-02-17,OCPL07,-83.352247,8.408852,2025-02-17 00:00:00,2025-03-19 00:00:00,None,,Other,,2138907,M302,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL01_M318_20250209,OCPL01,-83.354338,8.415757,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,,2140383,M318,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM07_M292_2025-02-19,OCPM07,-83.351624,8.411637,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139106,M292,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL10_M285_20250209,OCPL10,-83.35057,8.403457,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,off trail,2141016,M285,1,Camera Functioning,Other,32,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM01_M297_2025-02-19,OCPM01,-83.354426,8.41331,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2139101,M297,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM10_M287_20250215,OCPM10,-83.354539,8.407315,2025-02-15 00:00:00,2025-03-19 00:00:00,None,,Other,,2140400,M287,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN04_M314_20250219,OCPN04,-83.355947,8.40997,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2138782,M314,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM03_M296_2025-02-16,OCPM03,-83.355427,8.406096,2025-02-16 00:00:00,2025-03-19 00:00:00,None,,Other,,2138780,M296,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF09_M309_20251005,OCPF09,-83.344795,8.413405,2025-10-05 00:00:00,2025-10-08 00:00:00,None,,Road dirt,off trail,2139290,M309,1,Camera Functioning,Other,49.5,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL10_M300_20250807,OCPL10,-83.35057,8.403457,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2141277,M300,1,Camera Functioning,Other,50,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM05_M298_2025-02-19,OCPM05,-83.351964,8.408204,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,,2139104,M298,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF10_M285_20251005,OCPF10,-83.341066,8.411817,2025-10-05 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2141016,M285,1,Camera Functioning,Other,42.5,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF04_M311_20251005,OCPF04,-83.342387,8.402099,2025-10-05 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2139002,M311,1,Camera Functioning,Other,42,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH03_M315_2025-02-19,OCPH03,-83.355608,8.412,2025-02-19 00:00:00,2025-03-22 00:00:00,None,,Other,,2138922,M315,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL05_M288_20250215,OCPL05,-83.354111,8.406857,2025-02-15 00:00:00,2025-03-19 00:00:00,None,,Other,off trail,2141002,M288,1,Camera Functioning,Other,33,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH04_M287_20250810,OCPH04,-83.355592,8.410632,2025-08-10 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2140400,M287,1,Camera Functioning,Other,31,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM03_M202_20250807,OCPM03,-83.355427,8.406096,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Other,off trail,2124140,M202,1,Camera Functioning,Other,46,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF06_M296_20250413,OCPF06,-83.342096,8.406007,2025-04-13 00:00:00,2025-04-17 00:00:00,None,,Other,,2138780,M296,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM08_M207_20250807,OCPM08,-83.351618,8.404113,2025-08-07 00:00:00,2025-08-14 00:00:00,None,,Other,off trail,2125272,M207,1,Unknown Failure,Other,40,Unknown,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN09_M359_2025-02-13,OCPN09,-83.351395,8.403628,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,,2139110,M359,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM05_M298_2025-02-17,OCPM05,-83.351964,8.408204,2025-02-17 00:00:00,2025-03-19 00:00:00,None,,Other,,2139104,M298,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF07_M207_20251005,OCPF07,-83.343891,8.407002,2025-10-05 00:00:00,2025-10-08 00:00:00,None,,Road dirt,off trail,2125272,M207,1,Camera Functioning,Other,54,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH10_M307_2025-02-09,OCPH10,-83.349773,8.402295,2025-02-09 00:00:00,2025-02-13 00:00:00,None,,Other,,2139291,M307,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL03_M304_20250213,OCPL03,-83.35503,8.411845,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,,2138500,M304,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF06_M359_20251008,OCPF06,-83.342096,8.406007,2025-10-08 00:00:00,2025-11-12 00:00:00,None,,Road dirt,off trail,2139110,M359,1,Unknown Failure,Other,49.5,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL02_M143_20250810,OCPL02,-83.355913,8.411467,2025-08-10 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2140648,M143,1,Camera Functioning,Other,35,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPN03_M343_20250210,OCPN03,-83.354602,8.412628,2025-02-10 00:00:00,2025-02-13 00:00:00,None,,Other,off trail,2141275,M343,1,Camera Functioning,Other,33,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH09_M310_20250213,OCPH09,-83.351305,8.404588,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2140171,M310,1,Camera Functioning,Other,31,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF04_M304_20250417,OCPF04,-83.342387,8.402099,2025-04-17 00:00:00,2025-05-29 00:00:00,None,,Other,,2138500,M304,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM08_M306_20250213,OCPM08,-83.351618,8.404113,2025-02-13 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2141054,M306,1,Camera Functioning,Other,43,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH09_M301_20250807,OCPH09,-83.351305,8.404588,2025-08-07 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2138496,M301,1,Camera Functioning,Other,41,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPH03_M319_20250810,OCPH03,-83.355608,8.412,2025-08-10 00:00:00,2025-09-12 00:00:00,None,,Road dirt,off trail,2139108,M319,1,Camera Functioning,Other,25,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM08_M306_20250219,OCPM08,-83.351618,8.404113,2025-02-19 00:00:00,2025-03-21 00:00:00,None,,Other,off trail,2141054,M306,1,Camera Functioning,Other,43,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL08_M285_20250803,OCPL08,-83.35209,8.407667,2025-08-03 00:00:00,2025-08-07 00:00:00,None,,Road dirt,off trail,2141016,M285,1,Camera Functioning,Other,52,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPL09_M299_20250215,OCPL09,-83.355188,8.405813,2025-02-15 00:00:00,2025-02-19 00:00:00,None,,Other,off trail,2141004,M299,1,Camera Functioning,Other,29,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPM07_M292_2025-02-17,OCPM07,-83.351624,8.411637,2025-02-17 00:00:00,2025-03-19 00:00:00,None,,Other,,2139106,M292,1,Camera Functioning,Knee height,,Parallel,,,,0,Piro Restoration Experiment Monitoring,,,,,,
2008900,OCPF05_M282_20250417,OCPF05,-83.34145,8.403716,2025-04-17 00:00:00,2025-05-05 00:00:00,None,,Other,,2138502,M282,1,Camera Functioning,Knee height,,Parallel,,,,,Piro Restoration Experiment Monitoring,,,,,,
